comparison_score,target_path,target_type,target_subject,verdict,reasons,raw_hash_match,canonical_hash_match,body_hash_match,attachment_match_count,simhash_distance,token_jaccard,semantic_cosine
121.17,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ ENGAGEMENT WITH THE UPHONGOLO  LOCAL MUNICIPALITY - VERIFICATION OF MR KHALI'S QUALIFICATIONS (1).eml,eml,RE: ENGAGEMENT WITH THE UPHONGOLO  LOCAL MUNICIPALITY - VERIFICATION OF MR KHALI'S QUALIFICATIONS,UNRELATED,,0,0,0,0,21.0,0.10462287104622871,0.6770483166289775
121.17,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Stop Press - 5 March 2024.eml,eml,Stop Press - 5 March 2024,UNRELATED,,0,0,0,0,16.0,0.0878754171301446,0.6438006386322329
121.15,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\New member March 2024.eml,eml,New member March 2024,UNRELATED,,0,0,0,0,15.0,0.10046728971962617,0.6210136652207829
121.15,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Re_ Payroll deduction proposal (1).eml,eml,Re: Payroll deduction proposal,UNRELATED,,0,0,0,0,20.0,0.10594315245478036,0.6655449687827127
121.15,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Re_ Payroll deduction proposal.eml,eml,Re: Payroll deduction proposal,UNRELATED,,0,0,0,0,20.0,0.10594315245478036,0.6655449687827127
121.13,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\New Dates_ Mastering Engineering & Construction Contracts NEC3, FIDIC, JBCC & GCC  (2).eml",eml,"New Dates: Mastering Engineering & Construction Contracts NEC3, FIDIC, JBCC & GCC ",UNRELATED,,0,0,0,0,21.0,0.15647921760391198,0.624816156901014
121.11,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\SALGA Media Monitoring Summary 16 July 2024.eml,eml,SALGA Media Monitoring Summary 16 July 2024,UNRELATED,,0,0,0,0,19.0,0.08045977011494253,0.6806105289218657
121.1,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ Uphongolo - Director_ Technical Services, Municipal Manager, Director_ Corporate Services and Director_ Community Services (1).eml",eml,"FW: Uphongolo - Director: Technical Services, Municipal Manager, Director: Corporate Services and Director: Community Services",UNRELATED,,0,0,0,0,16.0,0.11369509043927649,0.6173308454268182
121.09,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Edition - 22 March 2024.eml,eml,Final Edition - 22 March 2024,UNRELATED,,0,0,0,0,17.0,0.08239700374531835,0.6584654815743837
121.08,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Project Application Quality check fail_ (32).eml,eml,Project Application Quality check fail.,UNRELATED,,0,0,0,0,16.0,0.09285714285714286,0.6378956230811741
121.07,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Arcadia st. 1014 [Room 9].eml,eml,Arcadia st. 1014 [Room 9] ,UNRELATED,,0,0,0,0,17.0,0.11816192560175055,0.6225807904642894
121.07,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ Conduct standard - Notification to Employers of their contribution Duties_Request for S13A(8) Responsible persons (1).eml,eml,RE: Conduct standard - Notification to Employers of their contribution Duties/Request for S13A(8) Responsible persons,UNRELATED,,0,0,0,0,16.0,0.1016260162601626,0.6290504634838143
121.07,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Sorry, I forgot, please remind me which one of these did you want info on.eml",eml,"Sorry, I forgot, please remind me which one of these did you want info on",UNRELATED,,0,0,0,0,27.0,0.15485564304461943,0.6857962888140984
121.06,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ OUTSTANDING DOCUMENTS_ APPOINTMENT OF THE CHIEF FINANACIAL OFFICER AT UPHONGOLO LOCAL MUNCIPALITY (7).eml,eml,RE: OUTSTANDING DOCUMENTS: APPOINTMENT OF THE CHIEF FINANACIAL OFFICER AT UPHONGOLO LOCAL MUNCIPALITY,UNRELATED,,0,0,0,0,13.0,0.11134020618556702,0.5892907791696191
121.05,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ ICIP Outstanding Documents.eml,eml,FW: ICIP Outstanding Documents,UNRELATED,,0,0,0,0,19.0,0.10297482837528604,0.6575343700105188
121.05,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\MFC_ 1952XXX0001- Banking details change.eml,eml,MFC: 1952XXX0001- Banking details change,UNRELATED,,0,0,0,0,12.0,0.11397849462365592,0.5765076761744794
121.05,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Media Monitoring Summary 26 January 2024.eml,eml,Media Monitoring Summary 26 January 2024,UNRELATED,,0,0,0,0,15.0,0.08922558922558922,0.6312921329097522
121.05,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Stop Press - 12 June 2024.eml,eml,Stop Press - 12 June 2024,UNRELATED,,0,0,0,0,18.0,0.09573241061130335,0.6547353306229302
121.04,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ Requset for quotation for event safety officer.eml,eml,RE: Requset for quotation for event safety officer ,UNRELATED,,0,0,0,0,17.0,0.11936936936936937,0.6210518751365572
121.03,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Annual Employee Wellness Conference (7).eml,eml,Annual Employee Wellness Conference,UNRELATED,,0,0,0,0,18.0,0.14774494556765164,0.602553965809681
121.03,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder to Register_ Mastering Engineering & Construction Contracts NEC3, FIDIC, JBCC & GCC .eml",eml,"Reminder to Register: Mastering Engineering & Construction Contracts NEC3, FIDIC, JBCC & GCC ",UNRELATED,,0,0,0,0,21.0,0.15647921760391198,0.6238599739355178
121.01,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\INVITE TO THE ETHEKWINI PMDS LEARNING EXCHANGE SEMINAR - 19 APRIL 2023.eml,eml,INVITE TO THE ETHEKWINI PMDS LEARNING EXCHANGE SEMINAR - 19 APRIL 2023,UNRELATED,,0,0,0,0,17.0,0.10185185185185185,0.6382435386480003
121.01,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder_ Mastering Engineering & Construction Contracts NEC3, FIDIC, JBCC & GCC .eml",eml,"Reminder: Mastering Engineering & Construction Contracts NEC3, FIDIC, JBCC & GCC ",UNRELATED,,0,0,0,0,21.0,0.15647921760391198,0.623652341615741
121.0,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\PERFORMANCE MANAGEMNET SYSTEM FRAMEWORK 2023_2024.eml,eml,PERFORMANCE MANAGEMNET SYSTEM FRAMEWORK 2023/2024,UNRELATED,,0,0,0,0,19.0,0.09043927648578812,0.6695883997873503
120.98,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\MSCOA  FUNDED Course - SALGA Assistance.eml,eml,MSCOA  FUNDED Course - SALGA Assistance,UNRELATED,,0,0,0,0,19.0,0.10552763819095477,0.6542994289645118
120.98,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ HR business process.eml,eml,RE: HR business process,UNRELATED,,0,0,0,0,17.0,0.1038961038961039,0.6359289941303301
120.97,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\CIRCULAR 3 OF 2023 - DETERMINATION OF EARNINGS THRESHOLD - BASIC CONDITIONS OF EMPLOYMENT ACT (BCEA) N0.75 OF 1997_ 1 MARCH 2023 (1).eml,eml,CIRCULAR 3 OF 2023 - DETERMINATION OF EARNINGS THRESHOLD - BASIC CONDITIONS OF EMPLOYMENT ACT (BCEA) N0.75 OF 1997: 1 MARCH 2023,UNRELATED,,0,0,0,0,17.0,0.0779816513761468,0.6617144155674425
120.97,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\CIRCULAR 3 OF 2023 - DETERMINATION OF EARNINGS THRESHOLD - BASIC CONDITIONS OF EMPLOYMENT ACT (BCEA) N0.75 OF 1997_ 1 MARCH 2023.eml,eml,CIRCULAR 3 OF 2023 - DETERMINATION OF EARNINGS THRESHOLD - BASIC CONDITIONS OF EMPLOYMENT ACT (BCEA) N0.75 OF 1997: 1 MARCH 2023,UNRELATED,,0,0,0,0,17.0,0.0779816513761468,0.6617144155674425
120.97,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Successful Fleet and Transport Management (1).eml,eml,Successful Fleet and Transport Management,UNRELATED,,0,0,0,0,23.0,0.1490280777537797,0.6507022518164993
120.96,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\An intro to MS Project (2).eml,eml,An intro to MS Project,UNRELATED,,0,0,0,0,17.0,0.15367483296213807,0.5858836709583409
120.96,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Project Application Quality check fail_ (45).eml,eml,Project Application Quality check fail.,UNRELATED,,0,0,0,0,16.0,0.09219858156028368,0.6373846580718567
120.95,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Stop Press - 11 June 2024.eml,eml,Stop Press - 11 June 2024,UNRELATED,,0,0,0,0,19.0,0.10068027210884353,0.6588528677611314
120.94,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Edition - 15 June 2023.eml,eml,Final Edition - 15 June 2023,UNRELATED,,0,0,0,0,18.0,0.09077380952380952,0.6586353159796754
120.93,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ Additional PCP sites (2).eml,eml,RE: Additional PCP sites,UNRELATED,,0,0,0,0,19.0,0.09465020576131687,0.664613036986603
120.93,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\SALGA Media Monitoring Summary 24 June 2024.eml,eml,SALGA Media Monitoring Summary 24 June 2024,UNRELATED,,0,0,0,0,18.0,0.0984182776801406,0.6509005677862014
120.92,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ SCHEDULE OF MEETINGS SCHEDULE - 2022_23 FY.eml,eml,RE: SCHEDULE OF MEETINGS SCHEDULE - 2022/23 FY,UNRELATED,,0,0,0,0,15.0,0.1111111111111111,0.6080730151451881
120.91,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Revision of Targets and Indicators from SDBIP.eml,eml,Revision of Targets and Indicators from SDBIP,UNRELATED,,0,0,0,0,9.0,0.0658682634730539,0.5932722707206317
120.9,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder_ NZ, tell us about your stay at Protea Hotel Fire & Ice! Pretoria Menlyn.eml",eml,"Reminder: NZ, tell us about your stay at Protea Hotel Fire & Ice! Pretoria Menlyn",UNRELATED,,0,0,0,0,18.0,0.12658227848101267,0.6224474555264292
120.88,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Conduct standard - Notification to Employers of their contribution Duties_Request for S13A(8) Responsible persons (1).eml,eml,Conduct standard - Notification to Employers of their contribution Duties/Request for S13A(8) Responsible persons,UNRELATED,,0,0,0,0,17.0,0.09787234042553192,0.6408999501153819
120.88,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\SALGA Municipal Brief_ Transport Month Campaign Launched.eml,eml,SALGA Municipal Brief: Transport Month Campaign Launched,UNRELATED,,0,0,0,0,20.0,0.07538802660753881,0.6933773756273964
120.87,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Media Monitoring Summary 22 May 2024.eml,eml,Media Monitoring Summary 22 May 2024,UNRELATED,,0,0,0,0,17.0,0.09287925696594428,0.6458032276294242
120.86,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\SDF FORUM ATTENDANCE REGISTER.eml,eml,SDF FORUM ATTENDANCE REGISTER,UNRELATED,,0,0,0,0,16.0,0.09951456310679611,0.6291258882946473
120.84,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Competency based assessment results - E.X. Mthembu.eml,eml,Competency based assessment results - E.X. Mthembu,UNRELATED,,0,0,0,0,19.0,0.11086474501108648,0.6475831002706557
120.84,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\SALGA Media Monitoring Summary 12 July 2024.eml,eml,SALGA Media Monitoring Summary 12 July 2024,UNRELATED,,0,0,0,0,19.0,0.0858085808580858,0.6726387762266923
120.84,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\SALGA Media Monitoring Summary 8 April 2024.eml,eml,SALGA Media Monitoring Summary 8 April 2024,UNRELATED,,0,0,0,0,15.0,0.07947019867549669,0.6389712041886219
120.83,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Annual Employee Wellness Conference (2).eml,eml,Annual Employee Wellness Conference,UNRELATED,,0,0,0,0,18.0,0.14596273291925466,0.6023216861397488
120.83,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\SALGA Media Monitoring Summary 12 June 2024.eml,eml,SALGA Media Monitoring Summary 12 June 2024,UNRELATED,,0,0,0,0,18.0,0.09090909090909091,0.6573770635229333
120.82,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ 2023 Training Information.eml,eml,RE: 2023 Training Information,UNRELATED,,0,0,0,0,16.0,0.12698412698412698,0.6012079785521239
120.81,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\INVITATION TO ATTEND A PSYCHOMETRIC_COMPETENCY-BASED ASSESSMENT _ uPHONGOLO MUNICIPALITY.eml,eml,INVITATION TO ATTEND A PSYCHOMETRIC/COMPETENCY-BASED ASSESSMENT | uPHONGOLO MUNICIPALITY,UNRELATED,,0,0,0,0,20.0,0.10557768924302789,0.6625179668611587
120.79,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Media Monitoring Summary 9 February 2024.eml,eml,Media Monitoring Summary 9 February 2024,UNRELATED,,0,0,0,0,18.0,0.08919382504288165,0.658719156890595
120.79,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\October JHB GRAP on Inventories_ Asset Management and Disposal Policy and GRAP Asset Accounting (1).eml,eml,October JHB GRAP on Inventories: Asset Management and Disposal Policy and GRAP Asset Accounting,UNRELATED,,0,0,0,0,21.0,0.09809264305177112,0.6798063914809254
120.79,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\October JHB GRAP on Inventories_ Asset Management and Disposal Policy and GRAP Asset Accounting.eml,eml,October JHB GRAP on Inventories: Asset Management and Disposal Policy and GRAP Asset Accounting,UNRELATED,,0,0,0,0,21.0,0.09809264305177112,0.6798063914809254
120.79,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ NJMPF - Fund Insight - two-pot system.eml,eml,RE: NJMPF - Fund Insight - two-pot system,UNRELATED,,0,0,0,0,18.0,0.10025062656641603,0.6476229716505727
120.78,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ NOTICE AND INVITATION_ MUNICIPAL STAFF REGULATIONS TRAINING FOR HR FUNCTIONARIES_ 13-17 NOVEMBER 2023 (3).eml,eml,RE: NOTICE AND INVITATION: MUNICIPAL STAFF REGULATIONS TRAINING FOR HR FUNCTIONARIES: 13-17 NOVEMBER 2023,UNRELATED,,0,0,0,0,22.0,0.11088709677419355,0.6768931481417217
120.77,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\ESC MSA PRESENTATION- MUNICIPALITIES 2023 Group 1.eml,eml,ESC MSA PRESENTATION- MUNICIPALITIES 2023 Group 1,UNRELATED,,0,0,0,0,16.0,0.0987012987012987,0.6290044357172774
120.77,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ Uphongolo - Director_ Technical Services, Municipal Manager, Director_ Corporate Services and Director_ Community Services (1).eml",eml,"RE: Uphongolo - Director: Technical Services, Municipal Manager, Director: Corporate Services and Director: Community Services",UNRELATED,,0,0,0,0,18.0,0.116751269035533,0.6309150041490417
120.77,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ Uphongolo - Director_ Technical Services, Municipal Manager, Director_ Corporate Services and Director_ Community Services (3).eml",eml,"RE: Uphongolo - Director: Technical Services, Municipal Manager, Director: Corporate Services and Director: Community Services",UNRELATED,,0,0,0,0,18.0,0.116751269035533,0.6309150041490417
120.75,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Media Monitoring Summary 30 October 2023.eml,eml,Media Monitoring Summary 30 October 2023,UNRELATED,,0,0,0,0,20.0,0.08465608465608465,0.682822279375087
120.75,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ ENGAGEMENT WITH THE UPHONGOLO  LOCAL MUNICIPALITY - VERIFICATION OF MR KHALI'S QUALIFICATIONS (5).eml,eml,RE: ENGAGEMENT WITH THE UPHONGOLO  LOCAL MUNICIPALITY - VERIFICATION OF MR KHALI'S QUALIFICATIONS,UNRELATED,,0,0,0,0,21.0,0.09900990099009901,0.6784901723273123
120.74,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ Screening report for the position of Director_ Technical Services at uPhongolo LM.eml,eml,FW: Screening report for the position of Director: Technical Services at uPhongolo LM ,UNRELATED,,0,0,0,0,19.0,0.12445414847161572,0.6329555536267678
120.74,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ FULL COUNCIL ATTENDANCE REGISTER - FEBRUARY 2023.eml,eml,RE: FULL COUNCIL ATTENDANCE REGISTER - FEBRUARY 2023,UNRELATED,,0,0,0,0,20.0,0.11586901763224182,0.651534736783715
120.72,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Avoid the Pitfalls of Scope Creep on Your Construction Projects.eml,eml,Avoid the Pitfalls of Scope Creep on Your Construction Projects,UNRELATED,,0,0,0,0,19.0,0.15980629539951574,0.5974339829939664
120.72,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\OUTSTANDING DOCUMENTS_ APPOINTMENT OF THE CHIEF FINANACIAL OFFICER AT UPHONGOLO LOCAL MUNCIPALITY.eml,eml,OUTSTANDING DOCUMENTS: APPOINTMENT OF THE CHIEF FINANACIAL OFFICER AT UPHONGOLO LOCAL MUNCIPALITY,UNRELATED,,0,0,0,0,16.0,0.09022556390977443,0.6369910239200359
120.71,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\LEVEL 3 FIRST AID (1).eml,eml,LEVEL 3 FIRST AID ,UNRELATED,,0,0,0,0,17.0,0.10263929618768329,0.6344555657339638
120.71,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\LEVEL 3 FIRST AID.eml,eml,LEVEL 3 FIRST AID ,UNRELATED,,0,0,0,0,17.0,0.10263929618768329,0.6344555657339638
120.71,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ Zizzy-Uphongolo partnership - Panel of SDPs.eml,eml,RE: Zizzy-Uphongolo partnership - Panel of SDPs,UNRELATED,,0,0,0,0,16.0,0.10632911392405063,0.6207310855798424
120.69,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\You have a message from St Michaels Sands Hotel & Time Share Resort.eml,eml,You have a message from St Michaels Sands Hotel & Time Share Resort,UNRELATED,,0,0,0,0,17.0,0.12440191387559808,0.6124772244219762
120.68,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FORE the love of golf and for animals – a charity event like no other.eml,eml,FORE the love of golf and for animals – a charity event like no other,UNRELATED,,0,0,0,0,20.0,0.16478555304740405,0.6020601845993816
120.68,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ OUTSTANDING DOCUMENTS_ APPOINTMENT OF THE CHIEF FINANACIAL OFFICER AT UPHONGOLO LOCAL MUNCIPALITY.eml,eml,FW: OUTSTANDING DOCUMENTS: APPOINTMENT OF THE CHIEF FINANACIAL OFFICER AT UPHONGOLO LOCAL MUNCIPALITY,UNRELATED,,0,0,0,0,16.0,0.07565011820330969,0.6511708891041762
120.68,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ HR PRACTITIONERS AND COUNCILLOR'S FORUM (3).eml,eml,RE: HR PRACTITIONERS AND COUNCILLOR'S FORUM,UNRELATED,,0,0,0,0,20.0,0.1074561403508772,0.6593675536328296
120.68,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ Smart HR Solutions - Request to be on Supplier Database (Learnerships, Skills Development and Trainings and also Recruitment-Verifications ).eml",eml,"RE: Smart HR Solutions - Request to be on Supplier Database (Learnerships, Skills Development and Trainings and also Recruitment-Verifications )",UNRELATED,,0,0,0,0,16.0,0.10025062656641603,0.6265602795168135
120.66,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Advanced Excel Training Conference for Experienced Users @ Manhattan Hotel - Pretoria.eml,eml,Advanced Excel Training Conference for Experienced Users @ Manhattan Hotel - Pretoria,UNRELATED,,0,0,0,0,15.0,0.1186046511627907,0.5980007538344807
120.66,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Yr2022-2023 FP&M SETA MoA.eml,eml,Yr2022-2023 FP&M SETA MoA,UNRELATED,,0,0,0,0,23.0,0.11617312072892938,0.6804679054087738
120.65,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\DG claims payment cut off dates_.eml,eml,DG claims payment cut off dates.,UNRELATED,,0,0,0,0,17.0,0.10098522167487685,0.6355025067439961
120.65,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Unlocking the Potential of Disability Legislation and Policy_ Enhancing Implementation for Impact in South Africa.eml,eml,Unlocking the Potential of Disability Legislation and Policy: Enhancing Implementation for Impact in South Africa,UNRELATED,,0,0,0,0,16.0,0.14751286449399656,0.5789452172486507
120.64,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\There’s nothing tougher than your first job in management (3).eml,eml,There’s nothing tougher than your first job in management,UNRELATED,,0,0,0,0,22.0,0.15869017632241814,0.6277528087254345
120.63,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Annual Employee Wellness Conference (4).eml,eml,Annual Employee Wellness Conference,UNRELATED,,0,0,0,0,17.0,0.13538461538461538,0.6009116497405335
120.6,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\MFC_ 1952XXX0001.eml,eml,MFC: 1952XXX0001,UNRELATED,,0,0,0,0,11.0,0.10874200426439233,0.5672768497833481
120.6,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\PAYROLL SUBMISSION (16).eml,eml,PAYROLL SUBMISSION,UNRELATED,,0,0,0,0,18.0,0.08333333333333333,0.6626350903195338
120.6,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\PAYROLL SUBMISSION (2).eml,eml,PAYROLL SUBMISSION,UNRELATED,,0,0,0,0,18.0,0.08333333333333333,0.6626350903195338
120.6,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ UPHONGOLO MUNICIPALITY _ CANDIDACY_ REQUEST FOR FIRST ADDENDUM_ (3).eml,eml,RE: UPHONGOLO MUNICIPALITY _ CANDIDACY_ REQUEST FOR FIRST ADDENDUM.,UNRELATED,,0,0,0,0,15.0,0.1102803738317757,0.6057477397607773
120.58,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Media Monitoring Summary 7 February 2024.eml,eml,Media Monitoring Summary 7 February 2024,UNRELATED,,0,0,0,0,16.0,0.0848,0.6410432158498428
120.57,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ COMPLAINT RECEIVED FROM THE NATIONAL FREEDOM PARTY AGAINST THE MAYOR OF UPHONGOLO LOCAL MUNICIPALITY.eml,eml,RE: COMPLAINT RECEIVED FROM THE NATIONAL FREEDOM PARTY AGAINST THE MAYOR OF UPHONGOLO LOCAL MUNICIPALITY,UNRELATED,,0,0,0,0,16.0,0.11423220973782772,0.6114644629288408
120.56,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\EVIDENCE BASED POLICY MAKING SESSION -08-12 MAY 2023.eml,eml,EVIDENCE BASED POLICY MAKING SESSION -08-12 MAY 2023,UNRELATED,,0,0,0,0,16.0,0.10858585858585859,0.6169996346692754
120.56,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Mastering Engineering & Construction Contracts NEC3, FIDIC, JBCC & GCC  (1).eml",eml,"Mastering Engineering & Construction Contracts NEC3, FIDIC, JBCC & GCC ",UNRELATED,,0,0,0,0,21.0,0.15121951219512195,0.6243655938890739
120.53,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\MFC Licence Renewal 1952XXX0001.eml,eml,MFC Licence Renewal 1952XXX0001,UNRELATED,,0,0,0,0,13.0,0.10067114093959731,0.5946060722378563
120.53,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ Q2 Consolidated Performance report_SDBIP 2023-2024_uPhongolo Municipality-1_ (1).eml,eml,RE: Q2 Consolidated Performance report_SDBIP 2023-2024_uPhongolo Municipality-1.,UNRELATED,,0,0,0,0,19.0,0.11734693877551021,0.6379375974578347
