comparison_score,target_path,target_type,target_subject,verdict,reasons,raw_hash_match,canonical_hash_match,body_hash_match,attachment_match_count,simhash_distance,token_jaccard,semantic_cosine
63.11,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Government Communication & Public Relations Training (4).eml,eml,Government Communication & Public Relations Training,UNRELATED,,0,0,0,0,18.0,0.1711340206185567,
63.09,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\You've been promoted, now what (1).eml",eml,"You've been promoted, now what",UNRELATED,,0,0,0,0,16.0,0.1509433962264151,
63.07,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Enviro Mining (1).eml,eml,Enviro Mining,UNRELATED,,0,0,0,0,16.0,0.15073529411764705,
63.07,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Exclusive Invitation to Skills Development Legislation & Policy Update Conference 2023.eml,eml,Exclusive Invitation to Skills Development Legislation & Policy Update Conference 2023,UNRELATED,,0,0,0,0,14.0,0.13071895424836602,
63.07,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Just following up with you (2).eml,eml,Just following up with you,UNRELATED,,0,0,0,0,18.0,0.17073170731707318,
63.06,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Edition - 7 July 2023.eml,eml,Final Edition - 7 July 2023,UNRELATED,,0,0,0,0,10.0,0.0905587668593449,
63.06,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\I see you are interested; how can I help you.eml,eml,I see you are interested; how can I help you,UNRELATED,,0,0,0,0,17.0,0.16062176165803108,
63.05,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Enviro Mining.eml,eml,Enviro Mining,UNRELATED,,0,0,0,0,16.0,0.15045871559633028,
63.02,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Emotional Intelligence Masterclass 12-14 December 2023.eml,eml,Emotional Intelligence Masterclass 12-14 December 2023,UNRELATED,,0,0,0,0,20.0,0.19020172910662825,
63.01,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Edition - 22 January 2024.eml,eml,Final Edition - 22 January 2024,UNRELATED,,0,0,0,0,10.0,0.09009009009009009,
62.99,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Last Reminder_ Winning Competitive Bids & Tenders (1).eml,eml,Last Reminder: Winning Competitive Bids & Tenders,UNRELATED,,0,0,0,0,17.0,0.15990453460620524,
62.99,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Write clear, concise policies and procedures that eliminate grey areas and end confusion.eml",eml,"Write clear, concise policies and procedures that eliminate grey areas and end confusion",UNRELATED,,0,0,0,0,16.0,0.14987080103359174,
62.97,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Office administration are you the best-of-the-best or just so-so (1).eml,eml,Office administration are you the best-of-the-best or just so-so,UNRELATED,,0,0,0,0,18.0,0.16972477064220184,
62.96,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ (14).eml,eml,RE: ,UNRELATED,,0,0,0,0,14.0,0.1295843520782396,
62.95,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Best Practices of Managing Union Employees Including Labour Relations & Labour Law Management (2).eml,eml,Best Practices of Managing Union Employees Including Labour Relations & Labour Law Management,UNRELATED,,0,0,0,0,15.0,0.13953488372093023,
62.94,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\MUNICIPAL ADMINISTRATION DIRECTORATE AND MUNICIPALITIES' DIRECTOR_ CORPORATE SERVICES FORUM (1).eml,eml,MUNICIPAL ADMINISTRATION DIRECTORATE AND MUNICIPALITIES' DIRECTOR: CORPORATE SERVICES FORUM,UNRELATED,,0,0,0,0,12.0,0.109375,
62.94,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\MUNICIPAL ADMINISTRATION DIRECTORATE AND MUNICIPALITIES' DIRECTOR_ CORPORATE SERVICES FORUM (2).eml,eml,MUNICIPAL ADMINISTRATION DIRECTORATE AND MUNICIPALITIES' DIRECTOR: CORPORATE SERVICES FORUM,UNRELATED,,0,0,0,0,12.0,0.109375,
62.93,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Anti-Money Laundering (AML) Compliance Masterclass.eml,eml,Anti-Money Laundering (AML) Compliance Masterclass,UNRELATED,,0,0,0,0,16.0,0.14929577464788732,
62.91,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Mineral Resources Compliance & Reporting Conference.eml,eml,Mineral Resources Compliance & Reporting Conference,UNRELATED,,0,0,0,0,16.0,0.14906832298136646,
62.91,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Secretaries Day Latest Trends and AI Integration 6-8 September 2023.eml,eml,Secretaries Day Latest Trends and AI Integration 6-8 September 2023,UNRELATED,,0,0,0,0,20.0,0.18911174785100288,
62.88,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Accounts Payable – 2 seats left – do you want one.eml,eml,Accounts Payable – 2 seats left – do you want one,UNRELATED,,0,0,0,0,16.0,0.1487603305785124,
62.88,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\DRONES AND UNMANNED AVIATION CONFERENCE 2023.eml,eml,DRONES AND UNMANNED AVIATION CONFERENCE 2023,UNRELATED,,0,0,0,0,15.0,0.1388235294117647,
62.87,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Employment Equity Committee Training  (1).eml,eml,Employment Equity Committee Training ,UNRELATED,,0,0,0,0,13.0,0.11870503597122302,
62.87,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Employment Equity Committee Training  (3).eml,eml,Employment Equity Committee Training ,UNRELATED,,0,0,0,0,13.0,0.11870503597122302,
62.87,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Government Communication & Public Relations Training (2).eml,eml,Government Communication & Public Relations Training,UNRELATED,,0,0,0,0,18.0,0.16872427983539096,
62.85,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Edition - 9 January 2024.eml,eml,Final Edition - 9 January 2024,UNRELATED,,0,0,0,0,11.0,0.09845132743362832,
62.83,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ JPMT Minutes and the register - 03.03.2023 (2).eml,eml,RE: JPMT Minutes and the register - 03.03.2023,UNRELATED,,0,0,0,0,14.0,0.12826603325415678,
62.82,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\You've been promoted, now what.eml",eml,"You've been promoted, now what",UNRELATED,,0,0,0,0,16.0,0.14823529411764705,
62.81,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Last chance.eml,eml,Last chance,UNRELATED,,0,0,0,0,18.0,0.168141592920354,
62.81,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ ASDSA and LG SETA Partnership - SDF Candidacy Program (4).eml,eml,RE: ASDSA and LG SETA Partnership - SDF Candidacy Program,UNRELATED,,0,0,0,0,14.0,0.1281198003327787,
62.79,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Nomcebo, Celebrate Mother's Day with us!.eml",eml,"Nomcebo, Celebrate Mother's Day with us!",UNRELATED,,0,0,0,0,15.0,0.13793103448275862,
62.79,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ REMINDER REPORTING_ ENGAGEMENT ON MPAC; MONITORING OF COUNCIL COMMITTEES; AND COMPLIANCE TO CODE OF CONDUCT FOR COUNCILLORS ( 2ND QUARTER) (5).eml,eml,RE: REMINDER REPORTING: ENGAGEMENT ON MPAC; MONITORING OF COUNCIL COMMITTEES; AND COMPLIANCE TO CODE OF CONDUCT FOR COUNCILLORS ( 2ND QUARTER),UNRELATED,,0,0,0,0,13.0,0.11789473684210526,
62.78,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Effective Inventory Planning & Stock Control (5).eml,eml,Effective Inventory Planning & Stock Control,UNRELATED,,0,0,0,0,18.0,0.16775599128540306,
62.75,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Project risk – is it worth it.eml,eml,Project risk – is it worth it,UNRELATED,,0,0,0,0,18.0,0.1674641148325359,
62.75,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ REMINDER REPORTING_ ENGAGEMENT ON MPAC; MONITORING OF COUNCIL COMMITTEES; AND COMPLIANCE TO CODE OF CONDUCT FOR COUNCILLORS ( 2ND QUARTER) (2).eml,eml,RE: REMINDER REPORTING: ENGAGEMENT ON MPAC; MONITORING OF COUNCIL COMMITTEES; AND COMPLIANCE TO CODE OF CONDUCT FOR COUNCILLORS ( 2ND QUARTER),UNRELATED,,0,0,0,0,13.0,0.11752136752136752,
62.75,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Stop Press - 7 August 2023.eml,eml,Stop Press - 7 August 2023,UNRELATED,,0,0,0,0,11.0,0.09753694581280788,
62.75,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Unlocking the Potential of Disability Legislation and Policy_ Enhancing Implementation for Impact in South Africa.eml,eml,Unlocking the Potential of Disability Legislation and Policy: Enhancing Implementation for Impact in South Africa,UNRELATED,,0,0,0,0,16.0,0.14751286449399656,
62.74,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Successful Fleet And Transport Management Training & Effective Inventory Planning And Stock Control Training Pretoria.eml,eml,Successful Fleet And Transport Management Training & Effective Inventory Planning And Stock Control Training Pretoria,UNRELATED,,0,0,0,0,15.0,0.13742690058479531,
62.71,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Last Reminder_ Winning Competitive Bids & Tenders.eml,eml,Last Reminder: Winning Competitive Bids & Tenders,UNRELATED,,0,0,0,0,17.0,0.15714285714285714,
62.71,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Re_ FW_ Payment Notification.eml,eml,Re: FW: Payment Notification,UNRELATED,,0,0,0,0,14.0,0.12705882352941175,
62.69,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Contract Management Principles & Practices Training 6 -8 December, 2023.eml",eml,"Contract Management Principles & Practices Training 6 -8 December, 2023",UNRELATED,,0,0,0,0,15.0,0.13690476190476192,
62.64,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Edition - 20 May 2024.eml,eml,Final Edition - 20 May 2024,UNRELATED,,0,0,0,0,11.0,0.09635974304068523,
62.61,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Annual Employee Wellness Conference.eml,eml,Annual Employee Wellness Conference,UNRELATED,,0,0,0,0,17.0,0.15605749486652978,
62.6,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Government Communication & Public Relations Training (3).eml,eml,Government Communication & Public Relations Training,UNRELATED,,0,0,0,0,18.0,0.16598360655737704,
62.59,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Do you have a handle on how much risk your current projects are carrying (1).eml,eml,Do you have a handle on how much risk your current projects are carrying,UNRELATED,,0,0,0,0,19.0,0.17590361445783131,
62.58,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Introducing Southern Sun Sandton.eml,eml,Introducing Southern Sun Sandton,UNRELATED,,0,0,0,0,14.0,0.12578616352201258,
62.57,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Edition - 6 July 2023.eml,eml,Final Edition - 6 July 2023,UNRELATED,,0,0,0,0,10.0,0.08571428571428572,
62.55,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\REQUEST FOR INTERNS - LG SETA FUNDING AVAILABLE.eml,eml,REQUEST FOR INTERNS - LG SETA FUNDING AVAILABLE,UNRELATED,,0,0,0,0,12.0,0.10551558752997602,
62.55,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Winning Competitive Bids & Tenders.eml,eml,Winning Competitive Bids & Tenders,UNRELATED,,0,0,0,0,17.0,0.15550239234449761,
62.54,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Annual Leadership Development for Women in Government & SOE’s Conference and Career Expo.eml,eml,Annual Leadership Development for Women in Government & SOE’s Conference and Career Expo,UNRELATED,,0,0,0,0,15.0,0.13537117903930132,
62.54,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Latest update on the _Two-pot_ retirement system 💰.eml,eml,"Latest update on the ""Two-pot"" retirement system 💰",UNRELATED,,0,0,0,0,13.0,0.11538461538461539,
62.53,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\MFC_ 1952XXX0001- Instalment amount change.eml,eml,MFC: 1952XXX0001- Instalment amount change,UNRELATED,,0,0,0,0,13.0,0.11529933481152993,
62.52,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Effective Inventory Planning & Stock Control (1).eml,eml,Effective Inventory Planning & Stock Control,UNRELATED,,0,0,0,0,18.0,0.16521739130434782,
62.52,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Nomcebo, Last Minute Availability - Don’t Miss Out, BOOK NOW!.eml",eml,"Nomcebo, Last Minute Availability - Don’t Miss Out, BOOK NOW!",UNRELATED,,0,0,0,0,15.0,0.1351981351981352,
62.49,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Last Call To Register_ Effective Inventory Planning & Stock Control (1).eml,eml,Last Call To Register: Effective Inventory Planning & Stock Control,UNRELATED,,0,0,0,0,18.0,0.1648590021691974,
62.4,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Annual Employee Wellness Conference (1).eml,eml,Annual Employee Wellness Conference,UNRELATED,,0,0,0,0,16.0,0.14396284829721362,
62.39,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Government Communication & Public Relations Training.eml,eml,Government Communication & Public Relations Training,UNRELATED,,0,0,0,0,18.0,0.16393442622950818,
62.39,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Stop Press - 17 January 2024.eml,eml,Stop Press - 17 January 2024,UNRELATED,,0,0,0,0,10.0,0.08385744234800839,
62.38,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Winning Competitive Bids and Tenders.eml,eml,Winning Competitive Bids and Tenders,UNRELATED,,0,0,0,0,18.0,0.16379310344827586,
62.37,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\An intro to MS Project (2).eml,eml,An intro to MS Project,UNRELATED,,0,0,0,0,17.0,0.15367483296213807,
62.37,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\STRATEGIC HRBP CONFERENCE.eml,eml,STRATEGIC HRBP CONFERENCE,UNRELATED,,0,0,0,0,15.0,0.13365155131264916,
62.36,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Government Communication & Public Relations Training (1).eml,eml,Government Communication & Public Relations Training,UNRELATED,,0,0,0,0,18.0,0.16359918200409,
62.36,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\It’s the 15th of May already, what have you done to develop yourself this year (1).eml",eml,"It’s the 15th of May already, what have you done to develop yourself this year",UNRELATED,,0,0,0,0,19.0,0.1736111111111111,
62.35,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\iMas Insurance Brokers Newsletter_ July 2023 Edition.eml,eml,iMas Insurance Brokers Newsletter: July 2023 Edition,UNRELATED,,0,0,0,0,12.0,0.10354223433242507,
62.32,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ List of Verification.eml,eml,FW: List of Verification,UNRELATED,,0,0,0,0,13.0,0.11320754716981132,
62.32,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Nomcebo, get cosy with SunBreaks this winter.eml",eml,"Nomcebo, get cosy with SunBreaks this winter",UNRELATED,,0,0,0,0,16.0,0.1431980906921241,
62.3,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\2nd Annual Empowering Women in Leadership Symposium 2024 (2).eml,eml,2nd Annual Empowering Women in Leadership Symposium 2024,UNRELATED,,0,0,0,0,15.0,0.1329923273657289,
62.26,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Book your seat at the Navigating the Future of Executive Assistants, Secretaries and Office Professionals summit on 29-30 November 2023 at the southern sun THE EDWARD in Durban, Kwazulu Natal_.eml",eml,"Book your seat at the Navigating the Future of Executive Assistants, Secretaries and Office Professionals summit on 29-30 November 2023 at the southern sun THE EDWARD in Durban, Kwazulu Natal.",UNRELATED,,0,0,0,0,16.0,0.14259927797833935,
62.25,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Best Practices of Managing Union Employees Including Labour Relations & Labour Law Management (6).eml,eml,Best Practices of Managing Union Employees Including Labour Relations & Labour Law Management,UNRELATED,,0,0,0,0,16.0,0.14248704663212436,
62.25,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Best Practices of Managing Union Employees Including Labour Relations & Labour Law Management (7).eml,eml,Best Practices of Managing Union Employees Including Labour Relations & Labour Law Management,UNRELATED,,0,0,0,0,16.0,0.14248704663212436,
62.24,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Edition - 6 June 2024.eml,eml,Final Edition - 6 June 2024,UNRELATED,,0,0,0,0,11.0,0.09239130434782608,
62.23,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Edition - 29 August 2023.eml,eml,Final Edition - 29 August 2023,UNRELATED,,0,0,0,0,10.0,0.0822884012539185,
62.23,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Last Call To Register_ Effective Inventory Planning & Stock Control.eml,eml,Last Call To Register: Effective Inventory Planning & Stock Control,UNRELATED,,0,0,0,0,18.0,0.16233766233766234,
62.23,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Public Administration NQF 4   22 – 26 May 2023.eml,eml,Public Administration NQF 4   22 – 26 May 2023,UNRELATED,,0,0,0,0,13.0,0.11231101511879049,
62.23,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Work and Wellbeing Masterclass (1).eml,eml,Work and Wellbeing Masterclass,UNRELATED,,0,0,0,0,13.0,0.11232876712328767,
62.23,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Work and Wellbeing Masterclass.eml,eml,Work and Wellbeing Masterclass,UNRELATED,,0,0,0,0,13.0,0.11232876712328767,
62.22,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Stop Press - 2 July 2024.eml,eml,Stop Press - 2 July 2024,UNRELATED,,0,0,0,0,12.0,0.10220125786163523,
62.21,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Balance is a process. Let's work together to define your direction_.eml,eml,Balance is a process. Let's work together to define your direction.,UNRELATED,,0,0,0,0,14.0,0.12208258527827648,
62.21,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Best Practices of Managing Union Employees Including Labour Relations & Labour Law Management (1).eml,eml,Best Practices of Managing Union Employees Including Labour Relations & Labour Law Management,UNRELATED,,0,0,0,0,16.0,0.1421188630490956,
62.21,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Best Practices of Managing Union Employees Including Labour Relations & Labour Law Management (4).eml,eml,Best Practices of Managing Union Employees Including Labour Relations & Labour Law Management,UNRELATED,,0,0,0,0,16.0,0.1421188630490956,
62.2,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Last Reminder_ Effective Inventory Planning & Stock Control (2).eml,eml,Last Reminder: Effective Inventory Planning & Stock Control,UNRELATED,,0,0,0,0,18.0,0.16198704103671707,
62.2,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Legislative Drafting Workshop.eml,eml,Legislative Drafting Workshop,UNRELATED,,0,0,0,0,15.0,0.13195876288659794,
62.19,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\High Impact Administrative Professionals 24-26 May 2023.eml,eml,High Impact Administrative Professionals 24-26 May 2023,UNRELATED,,0,0,0,0,18.0,0.1618798955613577,
62.19,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Last Reminder_ Advanced Technical Report Writing & and Presentation Skills.eml,eml,Last Reminder: Advanced Technical Report Writing & and Presentation Skills,UNRELATED,,0,0,0,0,16.0,0.14186046511627906,
62.18,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Intelligence Transfer Centre.eml,eml,Intelligence Transfer Centre,UNRELATED,,0,0,0,0,19.0,0.17184265010351968,
62.16,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Advanced Executive Assistants and PAs including Protocol & Diplomacy.eml,eml,Advanced Executive Assistants and PAs including Protocol & Diplomacy,UNRELATED,,0,0,0,0,18.0,0.16164383561643836,
62.16,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Effective Communication Skills Training Course.eml,eml,Effective Communication Skills Training Course,UNRELATED,,0,0,0,0,15.0,0.13163972286374134,
62.16,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Last Reminder to Register_ Preparation of Bill of Quantities (1).eml,eml,Last Reminder to Register: Preparation of Bill of Quantities,UNRELATED,,0,0,0,0,17.0,0.15159574468085107,
62.14,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\The Complete Course on Contracts & Purchasing Management.eml,eml,The Complete Course on Contracts & Purchasing Management,UNRELATED,,0,0,0,0,19.0,0.17142857142857143,
62.13,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ OUTSTANDING DOCUMENTS_ APPOINTMENT OF THE CHIEF FINANACIAL OFFICER AT UPHONGOLO LOCAL MUNCIPALITY (7).eml,eml,RE: OUTSTANDING DOCUMENTS: APPOINTMENT OF THE CHIEF FINANACIAL OFFICER AT UPHONGOLO LOCAL MUNCIPALITY,UNRELATED,,0,0,0,0,13.0,0.11134020618556702,
62.13,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Stop Press - 2 April 2024.eml,eml,Stop Press - 2 April 2024,UNRELATED,,0,0,0,0,11.0,0.09126466753585398,
62.11,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Get a head start on 2024 training and save R2000 per person when you register and pay early (1).eml,eml,Get a head start on 2024 training and save R2000 per person when you register and pay early,UNRELATED,,0,0,0,0,19.0,0.1711111111111111,
62.11,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ RE_ OUTSTANDING DOCUMENTS_ APPOINTMENT OF THE DIRECTORS_ COMMUNITY SERVICES, CORPORATE SERVICES, AND TECHNICAL SERVICES AT UPHONGOLO LOCAL MUNCIPALITY (2).eml",eml,"RE: RE: OUTSTANDING DOCUMENTS: APPOINTMENT OF THE DIRECTORS: COMMUNITY SERVICES, CORPORATE SERVICES, AND TECHNICAL SERVICES AT UPHONGOLO LOCAL MUNCIPALITY",UNRELATED,,0,0,0,0,13.0,0.1111111111111111,
62.09,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\You've been promoted, now what (2).eml",eml,"You've been promoted, now what",UNRELATED,,0,0,0,0,17.0,0.1509433962264151,
62.05,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ Arcadia st. 1014 [Room 9] Notice.eml,eml,FW: Arcadia st. 1014 [Room 9] Notice,UNRELATED,,0,0,0,0,15.0,0.13050847457627118,
62.01,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Stop Press - 11 March 2024.eml,eml,Stop Press - 11 March 2024,UNRELATED,,0,0,0,0,12.0,0.10011641443538999,
62.01,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\URGENT_ DCOG Quarterly Forum_ March 2023 (1).eml,eml,URGENT: DCOG Quarterly Forum: March 2023,UNRELATED,,0,0,0,0,14.0,0.12010443864229765,
62.01,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\URGENT_ DCOG Quarterly Forum_ March 2023 (2).eml,eml,URGENT: DCOG Quarterly Forum: March 2023,UNRELATED,,0,0,0,0,14.0,0.12010443864229765,
61.97,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ RE_ MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS_ CORPORATE SERVICES (2).eml,eml,FW: RE: MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS: CORPORATE SERVICES,UNRELATED,,0,0,0,0,13.0,0.10967741935483871,
61.97,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ RE_ MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS_ CORPORATE SERVICES (5).eml,eml,FW: RE: MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS: CORPORATE SERVICES,UNRELATED,,0,0,0,0,13.0,0.10967741935483871,
